../../habana_kernels/kernels_register.cpp:2582;       hccl; allgather_out;                                      allgather_out(Tensor input_tensor, int64_t comm_id, Tensor(a!) output_tensor) -> Tensor(a!);
../../habana_eager/eager_custom_op_register.cpp:1711; hpu;  hpu::fp8_kv_reorder_;                               hpu::fp8_kv_reorder_(Tensor(a!) self, Tensor start, Tensor end, Tensor beam_idx) -> (Tensor(a!));
../../habana_kernels/kernels_register.cpp:2455;       hpu;  hpu::fp8_kv_reorder_;                               hpu::fp8_kv_reorder_(Tensor(a!) self, Tensor start, Tensor end, Tensor beam_idx) -> (Tensor(a!));
../../habana_eager/eager_custom_op_register.cpp:1713; hpu;  hpu::fp8_layernorm;                                 hpu::fp8_layernorm(Tensor input, Tensor weight, Tensor bias, float eps, Tensor? scale, bool stochastic_rounding, Tensor(a!) out, Tensor(b!) mean, Tensor(c!) istd, Tensor(d!) amax) -> (Tensor(a!), Tensor(b!), Tensor(c!), Tensor(d!));
../../habana_kernels/kernels_register.cpp:2372;       hpu;  hpu::fp8_layernorm;                                 hpu::fp8_layernorm(Tensor input, Tensor weight, Tensor bias, float eps, Tensor? scale, bool stochastic_rounding, Tensor(a!) out, Tensor(b!) mean, Tensor(c!) istd, Tensor(d!) amax) -> (Tensor(a!), Tensor(b!), Tensor(c!), Tensor(d!));
../../habana_eager/eager_custom_op_register.cpp:1715; hpu;  hpu::fp8_permute;                                   hpu::fp8_permute(Tensor input, int[] dims, Tensor(a!) out) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2383;       hpu;  hpu::fp8_permute;                                   hpu::fp8_permute(Tensor input, int[] dims, Tensor(a!) out) -> Tensor(a!);
../../habana_eager/eager_custom_op_register.cpp:1716; hpu;  hpu::fp8_repeat_v2;                                 hpu::fp8_repeat_v2(Tensor self, SymInt[] repeats) -> Tensor;
../../habana_kernels/kernels_register.cpp:2460;       hpu;  hpu::fp8_repeat_v2;                                 hpu::fp8_repeat_v2(Tensor self, SymInt[] repeats) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1717; hpu;  hpu::fp8_reshape;                                   hpu::fp8_reshape(Tensor input, int[] shape) -> Tensor;
../../habana_kernels/kernels_register.cpp:2384;       hpu;  hpu::fp8_reshape;                                   hpu::fp8_reshape(Tensor input, int[] shape) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1718; hpu;  hpu::fp8_transpose;                                 hpu::fp8_transpose(Tensor input, Tensor(a!) out) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2381;       hpu;  hpu::fp8_transpose;                                 hpu::fp8_transpose(Tensor input, Tensor(a!) out) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2254;       hpu;  hpu::group_norm;                                    hpu::group_norm(Tensor input, Tensor weight, Tensor bias, int[] normalized_shape, int64_t num_groups, double eps) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2256;       hpu;  hpu::group_norm_backward;                           hpu::group_norm_backward(Tensor grad_out,Tensor input, Tensor mean, Tensor rstd, Tensor weight, int[] normalized_shape, int64_t num_groups, bool[3] output_mask) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2208;       hpu;  hpu::habanaOptimizerAdamW;                          hpu::habanaOptimizerAdamW(Tensor[] gradient_vec, Tensor(a!)[] weight_vec, Tensor(b!)[] exp_avg_vec, Tensor(c!)[] exp_avg_sq_vec, Tensor neg_step_t, float beta1, float beta2, float epsilon, Tensor weight_decay, bool has_weight_decay) -> ();
../../habana_kernels/kernels_register.cpp:2212;       hpu;  hpu::habanaOptimizerFusedEMA;                       hpu::habanaOptimizerFusedEMA(Tensor[] model_inputs, Tensor(a!)[] updated_ema, Tensor decay) -> ();
../../habana_eager/eager_custom_op_register.cpp:1776; hpu;  hpu::habana_bernoulli;                              hpu::habana_bernoulli(Tensor seed, Tensor self) -> Tensor;
../../habana_kernels/kernels_register.cpp:2472;       hpu;  hpu::habana_bernoulli;                              hpu::habana_bernoulli(Tensor self, Tensor seed) -> Tensor;
../../habana_kernels/kernels_register.cpp:2406;       hpu;  hpu::habana_bounds_check_indices;                   hpu::habana_bounds_check_indices(Tensor(a!) indices, Tensor(b!) offsets, Tensor(c!) warning, Tensor rows_per_table, int bounds_check_mode, Tensor? weights) -> (Tensor(a!), Tensor(b!), Tensor(c!));
../../habana_kernels/kernels_register.cpp:2338;       hpu;  hpu::habana_cast_sr_mode;                           hpu::habana_cast_sr_mode(Tensor input, Scalar type, bool stochastic_rounding, int seed=0) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2397;       hpu;  hpu::habana_expand_into_jagged_permute;             hpu::habana_expand_into_jagged_permute(Tensor permute, Tensor input_offsets, Tensor output_offsets, int output_size) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1784; hpu;  hpu::habana_multinomial;                            hpu::habana_multinomial(Tensor see, Tensor self, int num_samples, bool replacement=False) -> Tensor;
../../habana_kernels/kernels_register.cpp:2480;       hpu;  hpu::habana_multinomial;                            hpu::habana_multinomial(Tensor see, Tensor self, int num_samples, bool replacement=False) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1815; hpu;  hpu::habana_native_dropout;                         hpu::habana_native_dropout(Tensor seed, Tensor input, float p, bool? train)-> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2488;       hpu;  hpu::habana_native_dropout;                         hpu::habana_native_dropout(Tensor seed, Tensor input, float p, bool? train)-> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2389;       hpu;  hpu::habana_permute_1D_sparse_data;                 hpu::habana_permute_1D_sparse_data(Tensor permute, Tensor lengths, Tensor indices, Tensor? weights=None) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2391;       hpu;  hpu::habana_permute_1D_sparse_data_without_weights; hpu::habana_permute_1D_sparse_data_without_weights(Tensor permute, Tensor lengths, Tensor indices) -> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2393;       hpu;  hpu::habana_permute_2D_sparse_data;                 hpu::habana_permute_2D_sparse_data(Tensor permute, Tensor lengths, Tensor indices, Tensor? weights=None) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2395;       hpu;  hpu::habana_permute_2D_sparse_data_without_weights; hpu::habana_permute_2D_sparse_data_without_weights(Tensor permute, Tensor lengths, Tensor indices) -> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2474;       hpu;  hpu::habana_rand;                                   hpu::habana_rand(SymInt[] size, Tensor seed, *, ScalarType? dtype=None, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1778; hpu;  hpu::habana_rand;                                   hpu::habana_rand(Tensor seed, SymInt[] size, *, ScalarType? dtype=None, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1782; hpu;  hpu::habana_randint;                                hpu::habana_randint(Tensor seed, SymInt low, SymInt high, SymInt[] size, *, ScalarType? dtype=long, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2478;       hpu;  hpu::habana_randint;                                hpu::habana_randint(Tensor seed, SymInt low, SymInt high, SymInt[] size, *, ScalarType? dtype=long, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2476;       hpu;  hpu::habana_randn;                                  hpu::habana_randn(SymInt[] size, Tensor seed, *, ScalarType? dtype=None, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1780; hpu;  hpu::habana_randn;                                  hpu::habana_randn(Tensor seed, SymInt[] size, *, ScalarType? dtype=None, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2387;       hpu;  hpu::habana_random_seed;                            hpu::habana_random_seed(Tensor input) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1811; hpu;  hpu::habana_randperm;                               hpu::habana_randperm(Tensor seed, SymInt n, *, ScalarType? dtype=long, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2486;       hpu;  hpu::habana_randperm;                               hpu::habana_randperm(Tensor seed, SymInt n, *, ScalarType? dtype=long, Layout? layout=None, Device? device=None, bool? pin_memory=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1786; hpu;  hpu::habana_seed_generator;                         hpu::habana_seed_generator(Tensor seed, Tensor counter, int size) -> Tensor;
../../habana_kernels/kernels_register.cpp:2482;       hpu;  hpu::habana_seed_generator;                         hpu::habana_seed_generator(Tensor seed, Tensor counter, int size) -> Tensor;
../../habana_kernels/kernels_register.cpp:2399;       hpu;  hpu::habana_split_permute_cat;                      hpu::habana_split_permute_cat(Tensor input, Tensor indices, int batch_size, int num_features, int dims) -> Tensor;
../../habana_kernels/kernels_register.cpp:2336;       hpu;  hpu::identity;                                      hpu::identity(Tensor self) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1719; hpu;  hpu::in_place_interleave;                           hpu::in_place_interleave(Tensor self) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1720; hpu;  hpu::in_place_interleave_;                          hpu::in_place_interleave_(Tensor(a!) self) -> (Tensor(a!));
../../habana_kernels/kernels_register.cpp:2467;       hpu;  hpu::in_place_interleave_;                          hpu::in_place_interleave_(Tensor(a!) self) -> (Tensor(a!));
../../habana_kernels/kernels_register.cpp:2386;       hpu;  hpu::index_add;                                     hpu::index_add(Tensor self, int dim, Tensor index, Tensor source, *, Scalar alpha=1) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1722; hpu;  hpu::kv_reorder;                                    hpu::kv_reorder(Tensor self, Tensor start, Tensor end, Tensor beam_idx) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1724; hpu;  hpu::kv_reorder_;                                   hpu::kv_reorder_(Tensor(a!) self, Tensor start, Tensor end, Tensor beam_idx) -> (Tensor(a!));
../../habana_kernels/kernels_register.cpp:2457;       hpu;  hpu::kv_reorder_;                                   hpu::kv_reorder_(Tensor(a!) self, Tensor start, Tensor end, Tensor beam_idx) -> (Tensor(a!));
../../habana_eager/eager_custom_op_register.cpp:1726; hpu;  hpu::masked_batch_gemm;                             hpu::masked_batch_gemm(Tensor a, Tensor b, Tensor mask_a, Tensor mask_b, bool trans_a, bool trans_b) -> Tensor;
../../habana_kernels/kernels_register.cpp:2420;       hpu;  hpu::masked_batch_gemm;                             hpu::masked_batch_gemm(Tensor a, Tensor b, Tensor mask_a, Tensor mask_b, bool trans_a, bool trans_b) -> Tensor;
../../habana_kernels/kernels_register.cpp:2252;       hpu;  hpu::native_batch_norm_backward;                    hpu::native_batch_norm_backward(Tensor input, Tensor? grad_out, Tensor? weight, Tensor? mean, Tensor? invistd, bool training, float momentum, float eps) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2250;       hpu;  hpu::native_batch_norm_inf;                         hpu::native_batch_norm_inf(Tensor input, Tensor? weight, Tensor? bias, Tensor? running_mean, Tensor? running_var, bool training, float momentum, float eps) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2248;       hpu;  hpu::native_batch_norm_training;                    hpu::native_batch_norm_training(Tensor input, Tensor? weight, Tensor? bias, Tensor? running_mean, Tensor? running_var, bool training, float momentum, float eps) -> (Tensor, Tensor, Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1728; hpu;  hpu::optimizer_adamw;                               hpu::optimizer_adamw(Tensor[] gradient_vec, Tensor(a!)[] weight_vec, Tensor(b!)[] exp_avg_vec, Tensor(c!)[] exp_avg_sq_vec, Tensor neg_step_t, float beta1, float beta2, float epsilon, Tensor weight_decay, bool has_weight_decay) -> ();
../../habana_kernels/kernels_register.cpp:2210;       hpu;  hpu::optimizer_adamw;                               hpu::optimizer_adamw(Tensor[] gradient_vec, Tensor(a!)[] weight_vec, Tensor(b!)[] exp_avg_vec, Tensor(c!)[] exp_avg_sq_vec, Tensor neg_step_t, float beta1, float beta2, float epsilon, float weight_decay) -> ();
../../habana_eager/eager_custom_op_register.cpp:1730; hpu;  hpu::optimizer_ema;                                 hpu::optimizer_ema(Tensor[] model_inputs, Tensor(a!)[] updated_ema, Tensor decay) -> ();
../../habana_eager/eager_custom_op_register.cpp:1732; hpu;  hpu::optimizer_lamb_fused_norm;                     hpu::optimizer_lamb_fused_norm(Tensor[] grad, float max_norm) -> Tensor;
../../habana_kernels/kernels_register.cpp:2214;       hpu;  hpu::optimizer_lamb_fused_norm;                     hpu::optimizer_lamb_fused_norm(Tensor[] grad, float max_norm) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1734; hpu;  hpu::optimizer_lamb_phase1;                         hpu::optimizer_lamb_phase1(Tensor[] gradients, Tensor[] weights, Tensor(a!)[] exp_avg, Tensor(b!)[] exp_avg_sq, Tensor(c!)[] out_weight_norms, Tensor(d!)[] out_adam_norms, Tensor(e!)[] out_adam_steps, Tensor clip_global_grad_norm, int grad_averaging, float beta1, float beta2, float epsilon, Tensor bias_correction1, Tensor bias_correction2, float weight_decay) -> ();
../../habana_kernels/kernels_register.cpp:2216;       hpu;  hpu::optimizer_lamb_phase1;                         hpu::optimizer_lamb_phase1(Tensor[] gradients, Tensor[] weights, Tensor(a!)[] exp_avg, Tensor(b!)[] exp_avg_sq, Tensor(c!)[] out_weight_norms, Tensor(d!)[] out_adam_norms, Tensor(e!)[] out_adam_steps, Tensor clip_global_grad_norm, int grad_averaging, float beta1, float beta2, float epsilon, Tensor bias_correction1, Tensor bias_correction2, float weight_decay) -> ();
../../habana_eager/eager_custom_op_register.cpp:1736; hpu;  hpu::optimizer_lamb_phase2;                         hpu::optimizer_lamb_phase2(Tensor(a!)[] weights, Tensor[] adam_norms, Tensor[] weight_norms, Tensor[] adam_steps, Tensor neg_step, float wd, bool use_lamb) -> ();
../../habana_kernels/kernels_register.cpp:2218;       hpu;  hpu::optimizer_lamb_phase2;                         hpu::optimizer_lamb_phase2(Tensor(a!)[] weights, Tensor[] adam_norms, Tensor[] weight_norms, Tensor[] adam_steps, Tensor neg_step, float wd, bool use_lamb) -> ();
../../habana_eager/eager_custom_op_register.cpp:1738; hpu;  hpu::optimizer_lars;                                hpu::optimizer_lars(Tensor[] params, Tensor(a!)[] grads, int[] skip_masks, float eeta, float weight_decay, float eps, Tensor lr) -> ();
../../habana_eager/eager_custom_op_register.cpp:1740; hpu;  hpu::optimizer_resource_apply_momentum;             hpu::optimizer_resource_apply_momentum(Tensor(a!)[] params_momentum_buf_list, Tensor[] dp_list, float momentum) -> ();
../../habana_kernels/kernels_register.cpp:2401;       hpu;  hpu::ragged_softmax;                                hpu::ragged_softmax(Tensor self, int dim, bool half_to_float, Tensor valid_count) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1741; hpu;  hpu::repeat_ht;                                     hpu::repeat_ht(Tensor self, Tensor result_shape) -> Tensor;
../../habana_kernels/kernels_register.cpp:2321;       hpu;  hpu::repeat_ht;                                     hpu::repeat_ht(Tensor self, Tensor result_shape) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1743; hpu;  hpu::rms_norm;                                      hpu::rms_norm(Tensor data_in, Tensor gamma, float epsilon) -> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2412;       hpu;  hpu::rms_norm;                                      hpu::rms_norm(Tensor data_in, Tensor gamma, float epsilon) -> (Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1745; hpu;  hpu::rms_norm_backward;                             hpu::rms_norm_backward(Tensor grad_in, Tensor data_in, Tensor gamma, Tensor inverse_rms, bool use_stages, int bwd_mode) -> (Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2414;       hpu;  hpu::rms_norm_backward;                             hpu::rms_norm_backward(Tensor grad_in, Tensor data_in, Tensor gamma, Tensor inverse_rms, bool use_stages, int bwd_mode) -> (Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1747; hpu;  hpu::rotary_pos_embedding;                          hpu::rotary_pos_embedding(Tensor input, Tensor sin, Tensor cos, Tensor? position_ids, int offset, int mode) -> Tensor;
../../habana_kernels/kernels_register.cpp:2408;       hpu;  hpu::rotary_pos_embedding;                          hpu::rotary_pos_embedding(Tensor input, Tensor sin, Tensor cos, Tensor? position_ids, int offset, int mode) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1749; hpu;  hpu::rotary_pos_embedding_backward;                 hpu::rotary_pos_embedding_backward(Tensor grad_in, Tensor sin, Tensor cos, Tensor? position_ids, int offset, int mode) -> Tensor;
../../habana_kernels/kernels_register.cpp:2410;       hpu;  hpu::rotary_pos_embedding_backward;                 hpu::rotary_pos_embedding_backward(Tensor grad_in, Tensor sin, Tensor cos, Tensor? position_ids, int offset, int mode) -> Tensor;
../../habana_kernels/kernels_register.cpp:2403;       hpu;  hpu::scaled_masked_softmax;                         hpu::scaled_masked_softmax(Tensor input, Tensor mask, float scale) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1755; hpu;  hpu::scaled_masked_triangular_softmax;              hpu::scaled_masked_triangular_softmax(Tensor self, Tensor start_end, float inv_scale_attn, int grouped_batch_size, bool use_max, int mode, ScalarType? out_dtype=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2464;       hpu;  hpu::scaled_masked_triangular_softmax;              hpu::scaled_masked_triangular_softmax(Tensor self, Tensor start_end, float inv_scale_attn, int grouped_batch_size, bool use_max, int mode, ScalarType? out_dtype=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1757; hpu;  hpu::scaled_triangular_softmax;                     hpu::scaled_triangular_softmax(Tensor self, float inv_scale_attn, Tensor? exp_sum_recpr=None, Tensor? max=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2450;       hpu;  hpu::scaled_triangular_softmax;                     hpu::scaled_triangular_softmax(Tensor self, float inv_scale_attn, Tensor? exp_sum_recpr=None, Tensor? max=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1761; hpu;  hpu::scaled_triangular_softmax_retain;              hpu::scaled_triangular_softmax_retain(Tensor self, float inv_scale_attn) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2452;       hpu;  hpu::scaled_triangular_softmax_retain;              hpu::scaled_triangular_softmax_retain(Tensor self, float inv_scale_attn) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2329;       hpu;  hpu::scatter_nd;                                    hpu::scatter_nd(Tensor input, Tensor indices, Tensor grouped_indices, Tensor update_locations, Tensor updates) -> Tensor;
../../habana_kernels/kernels_register.cpp:2327;       hpu;  hpu::scatter_nd_onnx;                               hpu::scatter_nd_onnx(Tensor input, Tensor indices, Tensor values) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1809; hpu;  hpu::sdpa_bwd;                                      hpu::sdpa_bwd(Tensor grad, Tensor q, Tensor k, Tensor v, Tensor P, Tensor? dm, float p, float scale) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2436;       hpu;  hpu::sdpa_bwd;                                      hpu::sdpa_bwd(Tensor grad, Tensor q, Tensor k, Tensor v, Tensor P, Tensor? dm, float p, float scale) -> (Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1801; hpu;  hpu::sdpa_fwd;                                      hpu::sdpa_fwd(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2428;       hpu;  hpu::sdpa_fwd;                                      hpu::sdpa_fwd(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1803; hpu;  hpu::sdpa_fwd_dropout;                              hpu::sdpa_fwd_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2430;       hpu;  hpu::sdpa_fwd_dropout;                              hpu::sdpa_fwd_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1807; hpu;  hpu::sdpa_fwd_dropout_seed;                         hpu::sdpa_fwd_dropout_seed(Tensor seed, Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2434;       hpu;  hpu::sdpa_fwd_dropout_seed;                         hpu::sdpa_fwd_dropout_seed(Tensor seed, Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1805; hpu;  hpu::sdpa_fwd_non_dropout;                          hpu::sdpa_fwd_non_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2432;       hpu;  hpu::sdpa_fwd_non_dropout;                          hpu::sdpa_fwd_non_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, str softmax_mode) -> (Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1799; hpu;  hpu::sdpa_recomp_bwd;                               hpu::sdpa_recomp_bwd(Tensor grad, Tensor q, Tensor k, Tensor v, Tensor? attention_mask, Tensor m, Tensor linv, Tensor ? seed, bool is_causal, float p, float scale) -> (Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2448;       hpu;  hpu::sdpa_recomp_bwd;                               hpu::sdpa_recomp_bwd(Tensor grad, Tensor q, Tensor k, Tensor v, Tensor? attention_mask, Tensor m, Tensor linv, Tensor ? seed, bool is_causal, float p, float scale) -> (Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1790; hpu;  hpu::sdpa_recomp_fwd;                               hpu::sdpa_recomp_fwd(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2439;       hpu;  hpu::sdpa_recomp_fwd;                               hpu::sdpa_recomp_fwd(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1792; hpu;  hpu::sdpa_recomp_fwd_dropout;                       hpu::sdpa_recomp_fwd_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2441;       hpu;  hpu::sdpa_recomp_fwd_dropout;                       hpu::sdpa_recomp_fwd_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1797; hpu;  hpu::sdpa_recomp_fwd_dropout_seed;                  hpu::sdpa_recomp_fwd_dropout_seed(Tensor seed, Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2446;       hpu;  hpu::sdpa_recomp_fwd_dropout_seed;                  hpu::sdpa_recomp_fwd_dropout_seed(Tensor seed, Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1795; hpu;  hpu::sdpa_recomp_fwd_non_dropout;                   hpu::sdpa_recomp_fwd_non_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_kernels/kernels_register.cpp:2444;       hpu;  hpu::sdpa_recomp_fwd_non_dropout;                   hpu::sdpa_recomp_fwd_non_dropout(Tensor q, Tensor k, Tensor v, Tensor? attention_mask, float p, float scale, bool is_causal, bool requires_backward, str softmax_mode) -> (Tensor, Tensor, Tensor, Tensor);
../../habana_eager/eager_custom_op_register.cpp:1771; hpu;  hpu::select_scatter;                                hpu::select_scatter(Tensor self, Tensor src, Tensor dim, Tensor index) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2303;       hpu;  hpu::select_scatter;                                hpu::select_scatter(Tensor self, Tensor src, Tensor dim, Tensor index) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1773; hpu;  hpu::slice_scatter;                                 hpu::slice_scatter(Tensor self, Tensor src, Tensor dim = None, Tensor? start = None, Tensor? end = None, Tensor step = None) -> (Tensor);
../../habana_kernels/kernels_register.cpp:2305;       hpu;  hpu::slice_scatter;                                 hpu::slice_scatter(Tensor self, Tensor src, Tensor dim = None, Tensor? start = None, Tensor? end = None, Tensor step = None) -> (Tensor);
../../habana_eager/eager_custom_op_register.cpp:1759; hpu;  hpu::softmax_fp8;                                   hpu::softmax_fp8(Tensor input, int dim, Tensor? input_scale=None, Tensor? output_scale=None, Tensor? inv_attn_heads=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2466;       hpu;  hpu::softmax_fp8;                                   hpu::softmax_fp8(Tensor input, int dim, Tensor? input_scale=None, Tensor? output_scale=None, Tensor? inv_attn_heads=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1788; hpu;  hpu::sum_fp8;                                       hpu::sum_fp8(Tensor self, int[1]? dim=None, bool keepdim=False, ScalarType? out_dtype=None) -> Tensor;
../../habana_kernels/kernels_register.cpp:2484;       hpu;  hpu::sum_fp8;                                       hpu::sum_fp8(Tensor self, int[1]? dim=None, bool keepdim=False, ScalarType? out_dtype=None) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1762; hpu;  hpu::view;                                          hpu::view(Tensor input, Tensor shape) -> Tensor;
../../habana_eager/eager_custom_op_register.cpp:1763; hpu;  hpu::view_neg;                                      hpu::view_neg(Tensor input, Tensor shape, int[] shape) -> Tensor;
../../habana_eager/ops/copy_from.cpp:442;             hpu;  identity;                                           identity(Tensor self) -> Tensor;
../../generated/backend/hpu_op2.cpp:1065;             hpu;  index.Tensor;                                       index.Tensor(Tensor self, Tensor[] indices, bool[] advanced_indexing_dims, int[] self_permute_dims, int num_index_tensors) -> Tensor;
../../generated/backend/hpu_op2.cpp:1066;             hpu;  index.Tensor_out;                                   index.Tensor_out(Tensor self, Tensor[] indices, bool[] advanced_indexing_dims, int[] self_permute_dims, int num_index_tensors, Tensor(a!) out) -> Tensor(a!);
../../habana_kernels/kernels_register.cpp:2182;       hpu;  index_put;                                          index_put(Tensor self, Tensor where_tensor, Tensor shape_tensor, Tensor value, Tensor value_upd_dim, Tensor zero_shape_tensor, bool accumulate=False) -> Tensor;
../../habana_kernels/kernels_register.cpp:2310;       hpu;  instance_norm;                                      instance_norm(Tensor input, Tensor weight, Tensor bias, float eps) -> (Tensor, Tensor, Tensor);
../../habana_eager/ops/instance_norm.cpp:98;          hpu;  instance_norm;                                      instance_norm(Tensor input, Tensor? weight, Tensor? bias, float eps) -> (Tensor, Tensor, Tensor);
